"","species","genus","family","order","class"
"321","Hyperoglyphe perciformis","Hyperoglyphe","Centrolophidae","Perciformes","Actinopterygii"
"322","Icichthys australis","Icichthys","Centrolophidae","Perciformes","Actinopterygii"
"323","Psenopsis anomala","Psenopsis","Centrolophidae","Perciformes","Actinopterygii"
"324","Schedophilus ovalis","Schedophilus","Centrolophidae","Perciformes","Actinopterygii"
"325","Schedophilus pemarco","Schedophilus","Centrolophidae","Perciformes","Actinopterygii"
"326","Seriolella brama","Seriolella","Centrolophidae","Perciformes","Actinopterygii"
"327","Seriolella caerulea","Seriolella","Centrolophidae","Perciformes","Actinopterygii"
"328","Seriolella porosa","Seriolella","Centrolophidae","Perciformes","Actinopterygii"
"329","Seriolella punctata","Seriolella","Centrolophidae","Perciformes","Actinopterygii"
"330","Centrophorus granulosus","Centrophorus","Centrophoridae","Squaliformes","Elasmobranchii"
"331","Centrophorus lusitanicus","Centrophorus","Centrophoridae","Squaliformes","Elasmobranchii"
"332","Centrophorus squamosus","Centrophorus","Centrophoridae","Squaliformes","Elasmobranchii"
"333","Deania calcea","Deania","Centrophoridae","Squaliformes","Elasmobranchii"
"334","Deania hystricosa","Deania","Centrophoridae","Squaliformes","Elasmobranchii"
"335","Centropomus ensiferus","Centropomus","Centropomidae","Perciformes","Actinopterygii"
"336","Centropomus pectinatus","Centropomus","Centropomidae","Perciformes","Actinopterygii"
"337","Centropomus undecimalis","Centropomus","Centropomidae","Perciformes","Actinopterygii"
"338","Cepola macrophthalma","Cepola","Cepolidae","Perciformes","Actinopterygii"
"339","Cetorhinus maximus","Cetorhinus","Cetorhinidae","Lamniformes","Elasmobranchii"
"340","Chaetodon auriga","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"341","Chaetodon bennetti","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"342","Chaetodon capistratus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"343","Chaetodon citrinellus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"344","Chaetodon ephippium","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"345","Chaetodon lineolatus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"346","Chaetodon lunula","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"347","Chaetodon lunulatus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"348","Chaetodon melannotus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"349","Chaetodon mertensii","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"350","Chaetodon ocellatus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"351","Chaetodon ornatissimus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"352","Chaetodon quadrimaculatus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"353","Chaetodon reticulatus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"354","Chaetodon sedentarius","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"355","Chaetodon trifascialis","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"356","Chaetodon ulietensis","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"357","Chaetodon unimaculatus","Chaetodon","Chaetodontidae","Perciformes","Actinopterygii"
"358","Forcipiger flavissimus","Forcipiger","Chaetodontidae","Perciformes","Actinopterygii"
"359","Hemitaurichthys polylepis","Hemitaurichthys","Chaetodontidae","Perciformes","Actinopterygii"
"360","Heniochus acuminatus","Heniochus","Chaetodontidae","Perciformes","Actinopterygii"
"361","Heniochus chrysostomus","Heniochus","Chaetodontidae","Perciformes","Actinopterygii"
"362","Heniochus monoceros","Heniochus","Chaetodontidae","Perciformes","Actinopterygii"
"363","Heniochus singularius","Heniochus","Chaetodontidae","Perciformes","Actinopterygii"
"364","Chanos chanos","Chanos","Chanidae","Gonorynchiformes","Actinopterygii"
"365","Chaenocephalus aceratus","Chaenocephalus","Channichthyidae","Perciformes","Actinopterygii"
"366","Chaenodraco wilsoni","Chaenodraco","Channichthyidae","Perciformes","Actinopterygii"
"367","Champsocephalus esox","Champsocephalus","Channichthyidae","Perciformes","Actinopterygii"
"368","Champsocephalus gunnari","Champsocephalus","Channichthyidae","Perciformes","Actinopterygii"
"369","Channichthys rhinoceratus","Channichthys","Channichthyidae","Perciformes","Actinopterygii"
"370","Chionobathyscus dewitti","Chionobathyscus","Channichthyidae","Perciformes","Actinopterygii"
"371","Chionodraco hamatus","Chionodraco","Channichthyidae","Perciformes","Actinopterygii"
"372","Chionodraco myersi","Chionodraco","Channichthyidae","Perciformes","Actinopterygii"
"373","Chionodraco rastrospinosus","Chionodraco","Channichthyidae","Perciformes","Actinopterygii"
"374","Cryodraco antarcticus","Cryodraco","Channichthyidae","Perciformes","Actinopterygii"
"375","Neopagetopsis ionah","Neopagetopsis","Channichthyidae","Perciformes","Actinopterygii"
"376","Pseudochaenichthys georgianus","Pseudochaenichthys","Channichthyidae","Perciformes","Actinopterygii"
"377","Channa micropeltes","Channa","Channidae","Perciformes","Actinopterygii"
"378","Oligosarcus hepsetus","Oligosarcus","Characidae","Characiformes","Actinopterygii"
"379","Cheilodactylus variegatus","Cheilodactylus","Cheilodactylidae","Perciformes","Actinopterygii"
"380","Nemadactylus bergi","Nemadactylus","Cheilodactylidae","Perciformes","Actinopterygii"
"381","Nemadactylus macropterus","Nemadactylus","Cheilodactylidae","Perciformes","Actinopterygii"
"382","Nemadactylus monodactylus","Nemadactylus","Cheilodactylidae","Perciformes","Actinopterygii"
"383","Chimaera monstrosa","Chimaera","Chimaeridae","Chimaeriformes","Holocephali"
"384","Hydrolagus colliei","Hydrolagus","Chimaeridae","Chimaeriformes","Holocephali"
"385","Hydrolagus mirabilis","Hydrolagus","Chimaeridae","Chimaeriformes","Holocephali"
"386","Hydrolagus novaezealandiae","Hydrolagus","Chimaeridae","Chimaeriformes","Holocephali"
"387","Chirocentrus dorab","Chirocentrus","Chirocentridae","Clupeiformes","Actinopterygii"
"388","Chirocentrus nudus","Chirocentrus","Chirocentridae","Clupeiformes","Actinopterygii"
"389","Krobia guianensis","Krobia","Cichlidae","Perciformes","Actinopterygii"
"390","Oreochromis mossambicus","Oreochromis","Cichlidae","Perciformes","Actinopterygii"
"391","Sarotherodon galilaeus","Sarotherodon","Cichlidae","Perciformes","Actinopterygii"
"392","Cirrhitus pinnulatus","Cirrhitus","Cirrhitidae","Perciformes","Actinopterygii"
"393","Neocirrhites armatus","Neocirrhites","Cirrhitidae","Perciformes","Actinopterygii"
"394","Paracirrhites forsteri","Paracirrhites","Cirrhitidae","Perciformes","Actinopterygii"
"395","Paracirrhites hemistictus","Paracirrhites","Cirrhitidae","Perciformes","Actinopterygii"
"396","Citharus linguatula","Citharus","Citharidae","Pleuronectiformes","Actinopterygii"
"397","Alosa aestivalis","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"398","Alosa alosa","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"399","Alosa caspia caspia","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"400","Alosa fallax","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"401","Alosa immaculata","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"402","Alosa mediocris","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"403","Alosa pseudoharengus","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"404","Alosa sapidissima","Alosa","Clupeidae","Clupeiformes","Actinopterygii"
"405","Amblygaster sirm","Amblygaster","Clupeidae","Clupeiformes","Actinopterygii"
"406","Anodontostoma chacunda","Anodontostoma","Clupeidae","Clupeiformes","Actinopterygii"
"407","Brevoortia aurea","Brevoortia","Clupeidae","Clupeiformes","Actinopterygii"
"408","Brevoortia gunteri","Brevoortia","Clupeidae","Clupeiformes","Actinopterygii"
"409","Brevoortia patronus","Brevoortia","Clupeidae","Clupeiformes","Actinopterygii"
"410","Brevoortia pectinata","Brevoortia","Clupeidae","Clupeiformes","Actinopterygii"
"411","Brevoortia smithi","Brevoortia","Clupeidae","Clupeiformes","Actinopterygii"
"412","Brevoortia tyrannus","Brevoortia","Clupeidae","Clupeiformes","Actinopterygii"
"413","Clupanodon thrissa","Clupanodon","Clupeidae","Clupeiformes","Actinopterygii"
"414","Clupea bentincki","Clupea","Clupeidae","Clupeiformes","Actinopterygii"
"415","Clupea harengus","Clupea","Clupeidae","Clupeiformes","Actinopterygii"
"416","Clupea pallasii pallasii","Clupea","Clupeidae","Clupeiformes","Actinopterygii"
"417","Clupeonella cultriventris","Clupeonella","Clupeidae","Clupeiformes","Actinopterygii"
"418","Clupeonella engrauliformis","Clupeonella","Clupeidae","Clupeiformes","Actinopterygii"
"419","Dorosoma cepedianum","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii"
"420","Dorosoma petenense","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii"
"421","Ethmalosa fimbriata","Ethmalosa","Clupeidae","Clupeiformes","Actinopterygii"
"422","Ethmidium maculatum","Ethmidium","Clupeidae","Clupeiformes","Actinopterygii"
"423","Harengula clupeola","Harengula","Clupeidae","Clupeiformes","Actinopterygii"
"424","Harengula humeralis","Harengula","Clupeidae","Clupeiformes","Actinopterygii"
"425","Harengula jaguana","Harengula","Clupeidae","Clupeiformes","Actinopterygii"
"426","Harengula thrissina","Harengula","Clupeidae","Clupeiformes","Actinopterygii"
"427","Herklotsichthys quadrimaculatus","Herklotsichthys","Clupeidae","Clupeiformes","Actinopterygii"
"428","Hilsa kelee","Hilsa","Clupeidae","Clupeiformes","Actinopterygii"
"429","Konosirus punctatus","Konosirus","Clupeidae","Clupeiformes","Actinopterygii"
"430","Lile stolifera","Lile","Clupeidae","Clupeiformes","Actinopterygii"
"431","Nematalosa nasus","Nematalosa","Clupeidae","Clupeiformes","Actinopterygii"
"432","Opisthonema libertate","Opisthonema","Clupeidae","Clupeiformes","Actinopterygii"
"433","Opisthonema oglinum","Opisthonema","Clupeidae","Clupeiformes","Actinopterygii"
"434","Pellonula leonensis","Pellonula","Clupeidae","Clupeiformes","Actinopterygii"
"435","Sardina pilchardus","Sardina","Clupeidae","Clupeiformes","Actinopterygii"
"436","Sardinella albella","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"437","Sardinella aurita","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"438","Sardinella brasiliensis","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"439","Sardinella fimbriata","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"440","Sardinella gibbosa","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"441","Sardinella lemuru","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"442","Sardinella longiceps","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"443","Sardinella maderensis","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"444","Sardinella sindensis","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"445","Sardinella zunasi","Sardinella","Clupeidae","Clupeiformes","Actinopterygii"
"446","Sardinops sagax","Sardinops","Clupeidae","Clupeiformes","Actinopterygii"
"447","Spratelloides delicatulus","Spratelloides","Clupeidae","Clupeiformes","Actinopterygii"
"448","Spratelloides gracilis","Spratelloides","Clupeidae","Clupeiformes","Actinopterygii"
"449","Sprattus fuegensis","Sprattus","Clupeidae","Clupeiformes","Actinopterygii"
"450","Sprattus sprattus","Sprattus","Clupeidae","Clupeiformes","Actinopterygii"
"451","Tenualosa ilisha","Tenualosa","Clupeidae","Clupeiformes","Actinopterygii"
"452","Tenualosa toli","Tenualosa","Clupeidae","Clupeiformes","Actinopterygii"
"453","Zanclorhynchus spinifer","Zanclorhynchus","Congiopodidae","Scorpaeniformes","Actinopterygii"
"454","Conger cinereus","Conger","Congridae","Anguilliformes","Actinopterygii"
"455","Conger conger","Conger","Congridae","Anguilliformes","Actinopterygii"
"456","Conger myriaster","Conger","Congridae","Anguilliformes","Actinopterygii"
"457","Conger oceanicus","Conger","Congridae","Anguilliformes","Actinopterygii"
"458","Conger orbignianus","Conger","Congridae","Anguilliformes","Actinopterygii"
"459","Coryphaena hippurus","Coryphaena","Coryphaenidae","Perciformes","Actinopterygii"
"460","Icelus bicornis","Icelus","Cottidae","Scorpaeniformes","Actinopterygii"
"461","Myoxocephalus aenaeus","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii"
"462","Myoxocephalus octodecemspinosus","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii"
"463","Myoxocephalus quadricornis","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii"
"464","Myoxocephalus scorpius","Myoxocephalus","Cottidae","Scorpaeniformes","Actinopterygii"
"465","Scorpaenichthys marmoratus","Scorpaenichthys","Cottidae","Scorpaeniformes","Actinopterygii"
"466","Cryptacanthodes maculatus","Cryptacanthodes","Cryptacanthodidae","Perciformes","Actinopterygii"
"467","Cyclopterus lumpus","Cyclopterus","Cyclopteridae","Scorpaeniformes","Actinopterygii"
"468","Cynoglossus canariensis","Cynoglossus","Cynoglossidae","Pleuronectiformes","Actinopterygii"
"469","Cynoglossus macrostomus","Cynoglossus","Cynoglossidae","Pleuronectiformes","Actinopterygii"
"470","Symphurus atramentatus","Symphurus","Cynoglossidae","Pleuronectiformes","Actinopterygii"
"471","Symphurus plagusia","Symphurus","Cynoglossidae","Pleuronectiformes","Actinopterygii"
"472","Barbonymus gonionotus","Barbonymus","Cyprinidae","Cypriniformes","Actinopterygii"
"473","Candidia barbata","Candidia","Cyprinidae","Cypriniformes","Actinopterygii"
"474","Carassius carassius","Carassius","Cyprinidae","Cypriniformes","Actinopterygii"
"475","Cyprinus carpio","Cyprinus","Cyprinidae","Cypriniformes","Actinopterygii"
"476","Hypophthalmichthys molitrix","Hypophthalmichthys","Cyprinidae","Cypriniformes","Actinopterygii"
"477","Hypophthalmichthys nobilis","Hypophthalmichthys","Cyprinidae","Cypriniformes","Actinopterygii"
"478","Leuciscus aspius","Leuciscus","Cyprinidae","Cypriniformes","Actinopterygii"
"479","Leuciscus idus","Leuciscus","Cyprinidae","Cypriniformes","Actinopterygii"
"480","Pelecus cultratus","Pelecus","Cyprinidae","Cypriniformes","Actinopterygii"
"481","Rutilus rutilus","Rutilus","Cyprinidae","Cypriniformes","Actinopterygii"
"482","Scardinius erythrophthalmus","Scardinius","Cyprinidae","Cypriniformes","Actinopterygii"
"483","Tinca tinca","Tinca","Cyprinidae","Cypriniformes","Actinopterygii"
"484","Cyttus novaezealandiae","Cyttus","Cyttidae","Zeiformes","Actinopterygii"
"485","Cyttus traversi","Cyttus","Cyttidae","Zeiformes","Actinopterygii"
"486","Dactyloptena orientalis","Dactyloptena","Dactylopteridae","Scorpaeniformes","Actinopterygii"
"487","Dactyloptena peterseni","Dactyloptena","Dactylopteridae","Scorpaeniformes","Actinopterygii"
"488","Dactylopterus volitans","Dactylopterus","Dactylopteridae","Scorpaeniformes","Actinopterygii"
"489","Dalatias licha","Dalatias","Dalatiidae","Squaliformes","Elasmobranchii"
"490","Dasyatis akajei","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"491","Dasyatis americana","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"492","Dasyatis centroura","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"493","Dasyatis guttata","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"494","Dasyatis longa","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"495","Dasyatis pastinaca","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"496","Dasyatis sabina","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"497","Dasyatis say","Dasyatis","Dasyatidae","Myliobatiformes","Elasmobranchii"
"498","Himantura fai","Himantura","Dasyatidae","Myliobatiformes","Elasmobranchii"
"499","Himantura gerrardi","Himantura","Dasyatidae","Myliobatiformes","Elasmobranchii"
"500","Himantura granulata","Himantura","Dasyatidae","Myliobatiformes","Elasmobranchii"
"501","Neotrygon kuhlii","Neotrygon","Dasyatidae","Myliobatiformes","Elasmobranchii"
"502","Taeniurops meyeni","Taeniurops","Dasyatidae","Myliobatiformes","Elasmobranchii"
"503","Chilomycterus schoepfii","Chilomycterus","Diodontidae","Tetraodontiformes","Actinopterygii"
"504","Diodon holocanthus","Diodon","Diodontidae","Tetraodontiformes","Actinopterygii"
"505","Diodon hystrix","Diodon","Diodontidae","Tetraodontiformes","Actinopterygii"
"506","Diodon liturosus","Diodon","Diodontidae","Tetraodontiformes","Actinopterygii"
"507","Tragulichthys jaculiferus","Tragulichthys","Diodontidae","Tetraodontiformes","Actinopterygii"
"508","Drepane punctata","Drepane","Drepaneidae","Perciformes","Actinopterygii"
"509","Dussumieria acuta","Dussumieria","Dussumieriidae","Clupeiformes","Actinopterygii"
"510","Dussumieria elopsoides","Dussumieria","Dussumieriidae","Clupeiformes","Actinopterygii"
"511","Etrumeus sadina","Etrumeus","Dussumieriidae","Clupeiformes","Actinopterygii"
"512","Etrumeus whiteheadi","Etrumeus","Dussumieriidae","Clupeiformes","Actinopterygii"
"513","Echeneis naucrates","Echeneis","Echeneidae","Perciformes","Actinopterygii"
"514","Remora australis","Remora","Echeneidae","Perciformes","Actinopterygii"
"515","Remora remora","Remora","Echeneidae","Perciformes","Actinopterygii"
"516","Echinorhinus brucus","Echinorhinus","Echinorhinidae","Squaliformes","Elasmobranchii"
