"sciname","class","order","family","genus","species","authority","sid","modified.year","category","criteria","habitat"
"Acanthurus crestonis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","crestonis","Valenciennes, 1835",177989,2012,"LC","","Marine"
"Acanthurus ctenodon","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","ctenodon","(Quoy &amp; Gaimard, 1825)",178012,2012,"LC","","Marine"
"Acanthurus delisiani","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","delisiani","Bennett, 1833",178000,2012,"LC","","Marine"
"Acanthurus delisianus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","delisianus","Bennett, 1833",178000,2012,"LC","","Marine"
"Acanthurus desjardinii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","desjardinii","(Bennett, 1836)",178024,2012,"LC","","Marine"
"Acanthurus dussumiere","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","dussumiere","Valenciennes, 1835",177981,2012,"LC","","Marine"
"Acanthurus dussumieri","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","dussumieri","Valenciennes, 1835",177981,2012,"LC","","Marine"
"Acanthurus dussumierri","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","dussumierri","Valenciennes, 1835",177981,2012,"LC","","Marine"
"Acanthurus eparei","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","eparei","Bloch &amp; Schneider, 1801",177991,2012,"LC","","Marine"
"Acanthurus flavescens","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","flavescens","(Bennett, 1828)",178015,2012,"LC","","Marine"
"Acanthurus flavoguttatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","flavoguttatus","(Quoy &amp; Gaimard, 1825)",178012,2012,"LC","","Marine"
"Acanthurus fowleri","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","fowleri","de Beaufort, 1951",177959,2012,"LC","","Marine"
"Acanthurus fuliginosus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","fuliginosus","(Forsskål, 1775)",178019,2012,"LC","","Marine"
"Acanthurus fuscus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","fuscus","Kittlitz, 1834",178022,2012,"LC","","Marine"
"Acanthurus gahhm","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","gahhm","(Forsskål, 1775)",154818,2012,"LC","","Marine"
"Acanthurus gahm subspecies nigricauda","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","gahm","Duncker &amp; Mohr, 1929",178017,2012,"LC","","Marine"
"Acanthurus gemmatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","gemmatus","(Valenciennes, 1835)",177973,2012,"DD","","Marine"
"Acanthurus glaucoparecius","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","glaucoparecius","(Linnaeus, 1758)",177969,2012,"LC","","Marine"
"Acanthurus glaucopareius","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","glaucopareius","(Linnaeus, 1758)",177969,2012,"LC","","Marine"
"Acanthurus grammoptilus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","grammoptilus","Richardson, 1843",178006,2012,"LC","","Marine"
"Acanthurus guttatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","guttatus","Forster, 1801",177995,2012,"LC","","Marine"
"Acanthurus heliodes","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","heliodes","Bloch &amp; Schneider, 1801",177953,2012,"LC","","Marine"
"Acanthurus hepatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","hepatus","(Linnaeus, 1766)",177972,2012,"LC","","Marine"
"Acanthurus hirudo","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","hirudo","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus humeralis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","humeralis","Bloch &amp; Schneider, 1801",177991,2012,"LC","","Marine"
"Acanthurus japonica","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","japonica","(Schmidt, 1931)",177977,2012,"LC","","Marine"
"Acanthurus japonicus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","japonicus","(Schmidt, 1931)",177977,2012,"LC","","Marine"
"Acanthurus ketlitzii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","ketlitzii","(Quoy &amp; Gaimard, 1825)",178012,2012,"LC","","Marine"
"Acanthurus kettlitzii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","kettlitzii","(Quoy &amp; Gaimard, 1825)",178012,2012,"LC","","Marine"
"Acanthurus kingii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","kingii","Lesson, 1831",177978,2012,"LC","","Marine"
"Acanthurus lamarrii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","lamarrii","Valenciennes, 1835",177981,2012,"LC","","Marine"
"Acanthurus leucocheilus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","leucocheilus","Herre, 1927",177994,2012,"LC","","Marine"
"Acanthurus leucopareius","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","leucopareius","(Jenkins, 1903)",178011,2012,"LC","","Marine"
"Acanthurus leucosternon","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","leucosternon","Bennett, 1833",178000,2012,"LC","","Marine"
"Acanthurus leucosternum","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","leucosternum","Bennett, 1833",178000,2012,"LC","","Marine"
"Acanthurus leuocheilus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","leuocheilus","Herre, 1927",177994,2012,"LC","","Marine"
"Acanthurus leuococheilus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","leuococheilus","Herre, 1927",177994,2012,"LC","","Marine"
"Acanthurus lineatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","lineatus","(Linnaeus, 1758)",177993,2012,"LC","","Marine"
"Acanthurus lineolatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","lineolatus","(Forsskål, 1775)",178019,2012,"LC","","Marine"
"Acanthurus lituratus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","lituratus","(Forster, 1801)",177950,2012,"LC","","Marine"
"Acanthurus maculiceps","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","maculiceps","(Ahl, 1923)",177957,2012,"LC","","Marine"
"Acanthurus marginatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","marginatus","(Valenciennes, 1835)",177964,2012,"LC","","Marine"
"Acanthurus mata","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","mata","(Cuvier, 1829)",177967,2012,"LC","","Marine"
"Acanthurus matoides","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","matoides","(Forsskål, 1775)",178019,2012,"LC","","Marine"
"Acanthurus monroviae","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","monroviae","Steindachner, 1876",178023,2012,"LC","","Marine"
"Acanthurus nigricans","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigricans","(Linnaeus, 1758)",177969,2012,"LC","","Marine"
"Acanthurus nigricans","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigricans","Bloch &amp; Schneider, 1801",177953,2012,"LC","","Marine"
"Acanthurus nigricans","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigricans","(Forsskål, 1775)",154818,2012,"LC","","Marine"
"Acanthurus nigricauda","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigricauda","Duncker &amp; Mohr, 1929",178017,2012,"LC","","Marine"
"Acanthurus nigricauda","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigricauda","(Forsskål, 1775)",154818,2012,"LC","","Marine"
"Acanthurus nigricaudus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigricaudus","Duncker &amp; Mohr, 1929",178017,2012,"LC","","Marine"
"Acanthurus nigrofuscus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigrofuscus","(Forsskål, 1775)",178019,2012,"LC","","Marine"
"Acanthurus nigroris","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nigroris","Valenciennes, 1835",177999,2012,"LC","","Marine"
"Acanthurus nubilus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nubilus","(Fowler &amp; Bean, 1929)",177961,2012,"LC","","Marine"
"Acanthurus nummifer","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","nummifer","Lesson, 1831",177978,2012,"LC","","Marine"
"Acanthurus olivaceus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","olivaceus","Bloch &amp; Schneider, 1801",177991,2012,"LC","","Marine"
"Acanthurus pentazona","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","pentazona","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus philippinus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","philippinus","(Fowler, 1923)",178008,2012,"LC","","Marine"
"Acanthurus phlebotomus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","phlebotomus","(Bloch, 1787)",177982,2012,"LC","","Marine"
"Acanthurus plagiatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","plagiatus","Günther, 1861",177997,2012,"LC","","Marine"
"Acanthurus polyzona","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","polyzona","(Bleeker, 1868)",177984,2012,"DD","","Marine"
"Acanthurus pyroferus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","pyroferus","Kittlitz, 1834",178022,2012,"LC","","Marine"
"Acanthurus randalli","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","randalli","Castelnau, 1855",177985,2012,"LC","","Marine"
"Acanthurus rasi","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","rasi","Valenciennes, 1835",177989,2012,"LC","","Marine"
"Acanthurus reticulatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","reticulatus","Valenciennes, 1835",177989,2012,"LC","","Marine"
"Acanthurus reversus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","reversus","Randall &amp; Earle, 1999",177976,2012,"LC","","Marine"
"Acanthurus rostratus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","rostratus","(Günther, 1875)",178001,2012,"DD","","Marine"
"Acanthurus rubropunctatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","rubropunctatus","(Forsskål, 1775)",178019,2012,"LC","","Marine"
"Acanthurus ruppelii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","ruppelii","(Cuvier, 1829)",178005,2012,"LC","","Marine"
"Acanthurus scopas","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","scopas","(Cuvier, 1829)",178005,2012,"LC","","Marine"
"Acanthurus sohal","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","sohal","(Forsskål, 1775)",177987,2012,"LC","","Marine"
"Acanthurus striatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","striatus","(Quoy &amp; Gaimard, 1825)",178012,2012,"LC","","Marine"
"Acanthurus strigosus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","strigosus","(Bennett, 1828)",177949,2012,"LC","","Marine"
"Acanthurus subarmatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","subarmatus","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus suillus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","suillus","(Cuvier, 1829)",178005,2012,"LC","","Marine"
"Acanthurus tennenti","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","tennenti","Günther, 1861",177997,2012,"LC","","Marine"
"Acanthurus tennentii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","tennentii","Günther, 1861",177997,2012,"LC","","Marine"
"Acanthurus theuthis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","theuthis","(Linnaeus, 1766)",177972,2012,"LC","","Marine"
"Acanthurus thompsoni","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","thompsoni","(Fowler, 1923)",178008,2012,"LC","","Marine"
"Acanthurus tractus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","tractus","Castelnau, 1855",177985,2012,"LC","","Marine"
"Acanthurus triastegus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triastegus","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus triostegus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triostegus","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus triostegus marquesensis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triostegus marquesensis","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus triostegus polyzona","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triostegus polyzona","(Bleeker, 1868)",177984,2012,"DD","","Marine"
"Acanthurus triostegus sandvicensis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triostegus sandvicensis","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus triostegust","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triostegust","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus triostegus triostegus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","triostegus triostegus","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthurus tristis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","tristis","Randall, 1993",177998,2012,"LC","","Marine"
"Acanthurus undulatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","undulatus","Valenciennes, 1835",177981,2012,"LC","","Marine"
"Acanthurus unicornis","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","unicornis","(Forsskål, 1775)",177970,2012,"LC","","Marine"
"Acanthurus velifer","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","velifer","(Bloch, 1795)",178010,2012,"LC","","Marine"
"Acanthurus violaceus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","violaceus","Bloch &amp; Schneider, 1801",177953,2012,"LC","","Marine"
"Acanthurus vittatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","vittatus","(Linnaeus, 1758)",177993,2012,"LC","","Marine"
"Acanthurus weberi","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","weberi","(Cuvier, 1829)",177967,2012,"LC","","Marine"
"Acanthurus xanthopterus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","xanthopterus","Valenciennes, 1835",177989,2012,"LC","","Marine"
"Acanthurus xanthurus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","xanthurus","(Blyth, 1852)",178009,2012,"LC","","Marine"
"Acanthurus zebra","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acanthurus","zebra","(Linnaeus, 1758)",177965,2012,"LC","","Marine"
"Acanthus ebracteatus","MAGNOLIOPSIDA","SCROPHULARIALES","ACANTHACEAE","Acanthus","ebracteatus","Vahl",178832,2010,"LC","","Marine"
"Acanthus ilicifolius","MAGNOLIOPSIDA","SCROPHULARIALES","ACANTHACEAE","Acanthus","ilicifolius","L. ",168780,2013,"LC","","Marine"
"Acanthus volubilis","MAGNOLIOPSIDA","SCROPHULARIALES","ACANTHACEAE","Acanthus","volubilis","Wall.",178837,2010,"LC","","Marine"
"Acentrogobius  cauerensis","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Acentrogobius ","cauerensis","(Bleeker, 1853)",154848,2010,"LC","","Marine"
"Acentrogobius  globiceps","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Acentrogobius ","globiceps","(Hora, 1923)",166598,2012,"LC","","Marine"
"Acentrogobius neilli","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Acentrogobius","neilli","(Bleeker, 1854)",16012,1996,"NT","","Marine"
"Acentrogobius puntang","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Acentrogobius","puntang","(Bleeker, 1851)",193092,2012,"LC","","Marine"
"Acentrogobius reichei","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Acentrogobius","reichei","(Bleeker, 1854)",16012,1996,"NT","","Marine"
"Achiroides melanorhijnchus","ACTINOPTERYGII","PLEURONECTIFORMES","SOLEIDAE","Achiroides","melanorhijnchus","(Bleeker, 1850)",180966,2012,"LC","","Marine"
"Achirus fasciatus","ACTINOPTERYGII","PLEURONECTIFORMES","ACHIRIDAE","Achirus","fasciatus","(Bloch & Schneider, 1801)",190082,2013,"LC","","Marine"
"Achirus fluviatilis","ACTINOPTERYGII","PLEURONECTIFORMES","ACHIRIDAE","Achirus","fluviatilis","(Meek &amp; Hildebrand, 1928)",183331,2010,"LC","","Marine"
"Achirus klunzingeri","ACTINOPTERYGII","PLEURONECTIFORMES","ACHIRIDAE","Achirus","klunzingeri","(Steindachner, 1880)",183389,2010,"LC","","Marine"
"Achirus mazatlanus","ACTINOPTERYGII","PLEURONECTIFORMES","ACHIRIDAE","Achirus","mazatlanus","(Steindachner, 1869)",183932,2010,"LC","","Marine"
"Achirus opercularis","ACTINOPTERYGII","PLEURONECTIFORMES","ACHIRIDAE","Achirus","opercularis","(Nichols &amp; Murphy, 1944)",183663,2010,"DD","","Marine"
"Achirus poropterus","ACTINOPTERYGII","PLEURONECTIFORMES","SOLEIDAE","Achirus","poropterus","(Bleeker, 1851)",196438,2012,"DD","","Marine"
"Achirus scutum","ACTINOPTERYGII","PLEURONECTIFORMES","ACHIRIDAE","Achirus","scutum","(Günther, 1862)",183574,2010,"LC","","Marine"
"Achoerodus gouldii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Achoerodus","gouldii","(Richardson, 1843)",187520,2010,"VU","A2bd","Marine"
"Achoerodus viridis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Achoerodus","viridis","(Steindachner, 1866)",187572,2010,"NT","","Marine"
"Acipenser brevirostrum","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","brevirostrum","Lesueur, 1818",222,2004,"VU","A2ce; B1ab(iii)","Marine"
"Acipenser gueldenstaedtii","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","gueldenstaedtii","Brandt &amp; Ratzeburg, 1833",232,2010,"CR","A2bcde","Marine"
"Acipenser medirostris","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","medirostris","Ayres, 1854",233,2006,"NT","","Marine"
"Acipenser mikadoi","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","mikadoi","Hilgendorf, 1892",241,2010,"CR","A2cde","Marine"
"Acipenser naccarii","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","naccarii","Bonaparte, 1836",224,2013,"CR","A2bcde; B2ab(i,ii,iii,iv,v)","Marine"
"Acipenser nudiventris","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","nudiventris","Lovetsky, 1828",225,2010,"CR","A2cde","Marine"
"Acipenser oxyrinchus","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","oxyrinchus","Mitchill, 1815",245,2006,"NT","","Marine"
"Acipenser persicus","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","persicus","Borodin, 1897",235,2010,"CR","A2cde","Marine"
"Acipenser sinensis","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","sinensis","Gray, 1835",236,2010,"CR","A2bcd; B2ab(i,ii,iii,iv,v); C2a(ii)","Marine"
"Acipenser stellatus","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","stellatus","Pallas, 1771",229,2010,"CR","A2cde","Marine"
"Acipenser sturio","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","sturio","Linnaeus, 1758",230,2010,"CR","A2cde; B2ab(ii,iii,v)","Marine"
"Acipenser transmontanus","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","transmontanus","Richardson, 1836",44559,2004,"VU","A2abc","Marine"
"Acipenser transmontanus","ACTINOPTERYGII","ACIPENSERIFORMES","ACIPENSERIDAE","Acipenser","transmontanus","Richardson, 1836",234,2004,"LC","","Marine"
"Acreichthys hajam","ACTINOPTERYGII","TETRAODONTIFORMES","MONACANTHIDAE","Acreichthys","hajam","(Bleeker, 1851)",154965,2010,"DD","","Marine"
"Acreichtyes hajam","ACTINOPTERYGII","TETRAODONTIFORMES","MONACANTHIDAE","Acreichtyes","hajam","(Bleeker, 1851)",154965,2010,"DD","","Marine"
"Acrocephalus gracilirostris","AVES","PASSERIFORMES","SYLVIIDAE","Acrocephalus","gracilirostris","(Hartlaub, 1864)",22714859,2012,"LC","","Marine"
"Acrochordus fasciatus","REPTILIA","SQUAMATA","ACROCHORDIDAE","Acrochordus","fasciatus","(Schneider, 1799)",176769,2010,"LC","","Marine"
"Acrochordus granulatus","REPTILIA","SQUAMATA","ACROCHORDIDAE","Acrochordus","granulatus","(Schneider, 1799)",176769,2010,"LC","","Marine"
"Acrochordus javanicus","REPTILIA","SQUAMATA","ACROCHORDIDAE","Acrochordus","javanicus","Hornstedt, 1787",176718,2012,"LC","","Marine"
"Acromycter perturbator","ACTINOPTERYGII","ANGUILLIFORMES","CONGRIDAE","Acromycter","perturbator","(Parr, 1932)",155234,2010,"LC","","Marine"
"Acronurus argenteus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acronurus","argenteus","(Quoy &amp; Gaimard, 1825)",178012,2012,"LC","","Marine"
"Acronurus caeruleatus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acronurus","caeruleatus","Bloch &amp; Schneider, 1801",177953,2012,"LC","","Marine"
"Acronurus nigriculus","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Acronurus","nigriculus","Castelnau, 1855",177985,2012,"LC","","Marine"
"Acropora abrolhosensis","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","abrolhosensis","Veron, 1985",133133,2008,"VU","A4cde","Marine"
"Acropora abrotanoides","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","abrotanoides","(Lamarck 1816)",133649,2014,"LC","","Marine"
"Acropora aculeus","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","aculeus","(Dana 1846)",133463,2014,"VU","A4ce","Marine"
"Acropora acuminata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","acuminata","(Verrill 1864)",132940,2014,"VU","A4ce","Marine"
"Acropora akajimensis","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","akajimensis","Veron 1990",133655,2008,"DD","","Marine"
"Acropora anthocercis","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","anthocercis","(Brook 1893)",133513,2008,"VU","A4ce","Marine"
"Acropora appressa","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","appressa","(Ehrenberg 1834)",133195,2008,"NT","","Marine"
"Acropora arabensis","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","arabensis","Hodgson &amp; Carpenter 1995",133604,2008,"NT","","Marine"
"Acropora aspera","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","aspera","(Dana 1846)",133132,2014,"VU","A4ce","Marine"
"Acropora austera","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","austera","(Dana 1846)",133160,2008,"NT","","Marine"
"Acropora awi","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","awi","(Wallace &amp; Wolstenholme, 1998)",133583,2008,"VU","A4ce","Marine"
"Acropora azurea","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","azurea","(Studer 1878)",133698,2008,"NT","","Marine"
"Acropora batunai","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","batunai","Wallace, 1997",133283,2008,"VU","A4ce","Marine"
"Acropora bifurcata","ANTHOZOA","SCLERACTINIA","ACROPORIDAE","Acropora","bifurcata","Nemenzo, 1971",133658,2014,"DD","","Marine"
